12,12,-1610612700,12,12,36,36,8,-1610612700,12,12,12,36,12,36,-1610612700,-1610612700,-1610612700,12,36,12,-1610612700,-1610612700,12,12,12,12,36,-1610612700,-1610612700,12,36,12,12,-1610612700,12,12,12,12,12,-1610612700,-1610612700,36,12,12,36,12,-1610612700,12,36,12,12,36,-1610612700,12,12,12,-1610612700,36,12,36,12,12,-1610612700,-1610612700,36,-1610612700,12,36,12,36,12,-1610612700,12,12,36,36,12,12,12,36,12,12,-1610612700,12,12,-1610612700,36,12,12,36,-1610612700,12,12,12,36,12,12,12,36,-1610612700,12,12,12,-1610612700,-1610612700,12,12,12,12,12,36,12,-1610612700,12,12,36,12,12,36
12,36,36,36,12,36,12,8,-1610612700,12,-1610612700,36,12,12,-1610612700,12,12,12,12,36,12,12,-1610612700,12,36,12,12,36,12,-1610612700,-1610612700,12,36,12,36,12,12,-1610612700,12,12,36,12,36,-1610612700,12,12,-1610612700,-1610612700,12,36,12,-1610612700,12,-1610612700,-1610612700,12,36,12,12,12,-1610612700,12,12,36,12,12,12,12,12,-1610612700,-1610612700,-1610612700,36,12,12,-1610612700,36,36,36,36,36,12,12,-1610612700,12,12,12,12,12,12,36,-1610612700,12,12,-1610612700,12,36,12,12,36,-1610612700,12,-1610612700,-1610612700,12,36,-1610612700,-1610612700,12,12,12,12,12,12,36,-1610612700,-1610612700,12,-1610612700,36
36,12,18,13,19,19,19,14,18,19,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,20,-1610612700,-1610612700
36,12,24,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,7,-1610612700
36,-1610612700,24,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,7,-1610612700
36,36,24,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,-1610612700,-1610612700
-1610612700,36,24,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,7,36
36,12,24,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,7,36
36,36,24,12,12,12,12,12,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,7,36
12,12,24,12,12,12,12,12,8,1,14,14,14,14,14,14,14,14,14,14,3,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,6,7,36
